"Longitude","Latitude","Date","Category","Description"
"-88.245129863814","40.1084699972114","1/1/2011","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2274372878983","40.1041997392382","1/1/2011","Accidents","Incident occured in Darkness, lighted road with Clear weather. Road infrastructure had Lane Use Marking and the incident resulted in 1 injuries and 0 fatalities"
"-88.2828294336232","40.1128906489506","1/1/2011","Accidents","Incident occured in Darkness with Rain weather. Road infrastructure had Traffic Signal and the incident resulted in 1 injuries and 0 fatalities"
"-88.4077701201929","40.1922989155341","1/1/2011","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 0 injuries and 0 fatalities"
"-88.2765975389437","40.1128482914316","1/1/2011","Accidents","Incident occured in Daylight with Snow weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2421324672439","40.1210992181789","1/1/2011","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.1365218068326","40.3121193046872","1/1/2011","Accidents","Incident occured in Darkness, lighted road with Rain weather. Road infrastructure had Traffic Signal and the incident resulted in 1 injuries and 0 fatalities"
"-88.2238716539867","40.1070091109802","1/1/2010","Accidents","Incident occured in Darkness with Fog/Smoke/Haze weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.24688083432","40.1211802785301","1/1/2010","Accidents","Incident occured in Darkness, lighted road with Rain weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.2452205430046","40.1202116119805","1/1/2010","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.2443010592415","40.099919552028","1/1/2010","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.3070907063185","40.084060703701","1/1/2010","Accidents","Incident occured in Dawn with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 0 injuries and 0 fatalities"
"-88.2239323404345","40.1111294551238","1/1/2010","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2335514793725","40.1068911526426","1/1/2010","Accidents","Incident occured in Darkness, lighted road with NA weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.2517384878345","40.1182692163767","1/1/2010","Accidents","Incident occured in Darkness, lighted road with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2241628126983","40.107007732941","1/1/2010","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 0 injuries and 0 fatalities"
"-88.2333293259153","40.0980899093131","1/1/2010","Accidents","Incident occured in Daylight with Snow weather. Road infrastructure had Traffic Signal and the incident resulted in 1 injuries and 0 fatalities"
"-88.2255784421399","40.1105595132706","1/1/2010","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Lane Use Marking and the incident resulted in 1 injuries and 0 fatalities"
"-88.2299337896525","40.1251545494573","1/1/2010","Accidents","Incident occured in Dusk with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2206489736371","40.1128401241427","1/1/2010","Accidents","Incident occured in Darkness with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.2488594867109","40.0981014970761","1/1/2010","Accidents","Incident occured in Darkness with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2335492036521","40.1126691988404","1/1/2010","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Traffic Signal and the incident resulted in 1 injuries and 0 fatalities"
"-88.423585428206","40.0401969816703","1/1/2010","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 2 injuries and 0 fatalities"
"-88.2750369173986","40.1354155567165","1/1/2010","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.1957493804573","40.1109501430717","1/1/2010","Accidents","Incident occured in Darkness, lighted road with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.2402900575392","40.1102013117033","1/1/2010","Accidents","Incident occured in Darkness, lighted road with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.2574894074645","40.0835994364551","1/1/2010","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Traffic Signal and the incident resulted in 1 injuries and 0 fatalities"
"-88.2402899835342","40.1102013105459","1/1/2010","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2816982407838","40.1187932912548","1/1/2010","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Other and the incident resulted in 1 injuries and 0 fatalities"
"-88.2579798328132","40.1271692784079","1/1/2010","Accidents","Incident occured in Dusk with Clear weather. Road infrastructure had Traffic Signal and the incident resulted in 1 injuries and 0 fatalities"
"-88.2239132988086","40.1105698286123","1/1/2010","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Traffic Signal and the incident resulted in 1 injuries and 0 fatalities"
"-88.2289311531306","40.1164012665437","1/1/2010","Accidents","Incident occured in Darkness, lighted road with Clear weather. Road infrastructure had Traffic Signal and the incident resulted in 1 injuries and 0 fatalities"
"-88.2452295346352","40.1183096222054","1/1/2010","Accidents","Incident occured in Darkness, lighted road with Clear weather. Road infrastructure had NA and the incident resulted in 1 injuries and 0 fatalities"
"-88.2877129280504","40.0838412205828","1/1/2010","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2531108282924","40.1221512715139","1/1/2010","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.2578894483348","40.1407502199818","1/1/2010","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Traffic Signal and the incident resulted in 1 injuries and 0 fatalities"
"-88.1906703141284","40.0949729123641","1/1/2010","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2451672678231","40.1144299014605","1/1/2010","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.2191305958199","40.1006490504154","1/1/2010","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Traffic Signal and the incident resulted in 1 injuries and 0 fatalities"
"-88.2193194650587","40.1105696712725","1/1/2010","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Traffic Signal and the incident resulted in 1 injuries and 0 fatalities"
"-88.2049250852836","40.1094738520973","1/1/2010","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2266493570247","40.1104894902697","1/1/2010","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Lane Use Marking and the incident resulted in 1 injuries and 0 fatalities"
"-88.2962000021317","40.0839500002079","1/1/2010","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2049100887029","40.0983310739452","1/1/2010","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.2387094344289","40.1126207405451","1/1/2010","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Traffic Signal and the incident resulted in 1 injuries and 0 fatalities"
"-88.1906696577815","40.0947593252547","1/1/2010","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.2765633931387","40.102508380909","1/1/2010","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2375703811304","40.1040897189744","1/1/2010","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.244587325004","40.0980934391966","1/1/2010","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Traffic Signal and the incident resulted in 1 injuries and 0 fatalities"
"-88.233343396159","40.1102842271796","1/1/2010","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Lane Use Marking and the incident resulted in 1 injuries and 0 fatalities"
"-88.2050034479486","40.112716589501","1/1/2010","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.232059000468","40.1079806631484","1/1/2010","Accidents","Incident occured in Darkness with NA weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.1945610609665","40.1056791167147","1/1/2010","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 2 injuries and 0 fatalities"
"-88.1763160301744","40.1039134344854","1/1/2010","Accidents","Incident occured in Dusk with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2013172070173","40.1233983761533","1/1/2010","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 0 injuries and 0 fatalities"
"-88.2129958633575","40.1164874026883","1/1/2010","Accidents","Incident occured in Darkness, lighted road with Rain weather. Road infrastructure had No Controls and the incident resulted in 0 injuries and 0 fatalities"
"-88.1365217326042","40.3121193053844","1/1/2010","Accidents","Incident occured in Darkness, lighted road with Rain weather. Road infrastructure had Traffic Signal and the incident resulted in 1 injuries and 0 fatalities"
"-88.2289407656565","40.1115408520235","1/1/2010","Accidents","Incident occured in Dusk with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2305635867592","40.10149811018","1/1/2010","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.4076016502496","40.1494425784499","1/1/2005","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.3090279486616","39.9672169276372","1/1/2005","Accidents","Incident occured in Dusk with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2255099696145","40.1059660652557","1/1/2005","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2334792705216","40.1054186557632","1/1/2005","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Yield and the incident resulted in 1 injuries and 0 fatalities"
"-88.1903078388086","40.2387914072799","1/1/2005","Accidents","Incident occured in Dawn with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.136485171486","40.3189669941803","1/1/2005","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2579581466998","40.1358384865685","1/1/2005","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Traffic Signal and the incident resulted in 1 injuries and 0 fatalities"
"-88.2399271172557","40.1102203396687","1/1/2005","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2817374927172","40.0983280748219","1/1/2005","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Yield and the incident resulted in 1 injuries and 0 fatalities"
"-88.1588790058751","40.3036081465548","1/1/2005","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.1533438558317","40.3082176082611","1/1/2005","Accidents","Incident occured in Daylight with Rain weather. Road infrastructure had Traffic Signal and the incident resulted in 1 injuries and 0 fatalities"
"-88.1434566641928","40.3050229147943","1/1/2005","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.0833097536817","39.9380197711884","1/1/2005","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.1536799866237","40.1859214104602","1/1/2005","Accidents","Incident occured in Dusk with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.1826239323522","40.2220267412769","1/1/2005","Accidents","Incident occured in Darkness with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 1 fatalities"
"-88.2418785499714","40.1163574404247","1/1/2005","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2019300070214","40.1220214110314","1/1/2005","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Traffic Signal and the incident resulted in 1 injuries and 0 fatalities"
"-88.281465682929","40.1024083526826","1/1/2005","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.2413725066264","40.1038483531556","1/1/2005","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2403080396478","40.1079097123182","1/1/2005","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.2386757178371","40.1090277921683","1/1/2005","Accidents","Incident occured in Darkness with Rain weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2386607698419","40.1063154061154","1/1/2005","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.238385419218","40.083334058939","1/1/2005","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Traffic Signal and the incident resulted in 3 injuries and 0 fatalities"
"-88.2386491654928","40.1053896425333","1/1/2005","Accidents","Incident occured in Darkness, lighted road with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.204940341455","40.1020072537541","1/1/2005","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.2435603436032","40.1272276081856","1/1/2005","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Traffic Signal and the incident resulted in 1 injuries and 0 fatalities"
"-88.2452017847395","40.0946078488293","1/1/2005","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2095261861774","40.090915517119","1/1/2005","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.2452015302228","40.1212000109622","1/1/2005","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 2 injuries and 0 fatalities"
"-88.2451986294572","40.1221300210235","1/1/2005","Accidents","Incident occured in Daylight with Rain weather. Road infrastructure had Yield and the incident resulted in 1 injuries and 0 fatalities"
"-88.2508399296602","40.1372380728651","1/1/2005","Accidents","Incident occured in Daylight with Snow weather. Road infrastructure had Yield and the incident resulted in 1 injuries and 0 fatalities"
"-88.2131668675897","40.1106915165766","1/1/2005","Accidents","Incident occured in Darkness with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.2156904460685","40.116462328221","1/1/2005","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Traffic Signal and the incident resulted in 1 injuries and 0 fatalities"
"-88.257959870833","40.1358411803579","1/1/2005","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Traffic Signal and the incident resulted in 1 injuries and 0 fatalities"
"-88.2193700773266","40.1164391840387","1/1/2005","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Traffic Signal and the incident resulted in 0 injuries and 0 fatalities"
"-88.2191277277613","40.100624298456","1/1/2005","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Traffic Signal and the incident resulted in 1 injuries and 0 fatalities"
"-88.2191763627978","40.1037599699703","1/1/2005","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2579236849864","40.1245505535369","1/1/2005","Accidents","Incident occured in Darkness, lighted road with Snow weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2194476723372","40.1224214717014","1/1/2005","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2192328082672","40.1064645408041","1/1/2005","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.2192879009855","40.1082938992836","1/1/2005","Accidents","Incident occured in Darkness, lighted road with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.2192974816099","40.1090816899626","1/1/2005","Accidents","Incident occured in Darkness, lighted road with Rain weather. Road infrastructure had Traffic Signal and the incident resulted in 1 injuries and 0 fatalities"
"-88.2255091488289","40.1059658212747","1/1/2005","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.2256229392567","40.1126478186318","1/1/2005","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.1757397510319","40.1129829803594","1/1/2005","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2282241718749","40.1127403927076","1/1/2005","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Other Warning Sign and the incident resulted in 1 injuries and 0 fatalities"
"-88.2196940314078","40.1164366724144","1/1/2005","Accidents","Incident occured in Darkness, lighted road with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2501874869393","40.127198443617","1/1/2005","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.2604353058401","40.1309460744171","1/1/2005","Accidents","Incident occured in Unknown with Clear weather. Road infrastructure had No Passing and the incident resulted in 1 injuries and 0 fatalities"
"-88.2860457003998","40.1129354384836","1/1/2005","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Traffic Signal and the incident resulted in 1 injuries and 0 fatalities"
"-88.2304362563554","40.1135175193352","1/1/2005","Accidents","Incident occured in Darkness, lighted road with Rain weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.2483528278718","40.1125723056139","1/1/2005","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2451371508211","40.1126315240924","1/1/2005","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Traffic Signal and the incident resulted in 1 injuries and 0 fatalities"
"-88.233598529758","40.1126947291164","1/1/2005","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Traffic Signal and the incident resulted in 1 injuries and 0 fatalities"
"-88.2767496691851","40.1119204484185","1/1/2005","Accidents","Incident occured in Darkness, lighted road with Rain weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.2192975701485","40.1090815505981","1/1/2005","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Traffic Signal and the incident resulted in 1 injuries and 0 fatalities"
"-88.2386878465924","40.1102299835656","1/1/2005","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Traffic Signal and the incident resulted in 1 injuries and 0 fatalities"
"-88.1957025647133","40.1077435258158","1/1/2005","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.2096558490434","40.1055976150349","1/1/2005","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.2300647139072","40.1068720202028","1/1/2005","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Other Regualtory Sig and the incident resulted in 1 injuries and 0 fatalities"
"-88.2332996474742","40.1054179693189","1/1/2005","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Other and the incident resulted in 1 injuries and 0 fatalities"
"-88.232759909832","40.104149760125","1/1/2005","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2824567400446","40.0973045195359","1/1/2005","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.1957224019977","40.0983651834942","1/1/2005","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2906630238612","40.077359492396","1/1/2005","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2175590773732","40.0982262736027","1/1/2005","Accidents","Incident occured in Darkness, lighted road with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2895555339953","40.0838593334585","1/1/2005","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.1558158279485","40.3097027058231","1/1/2006","Accidents","Incident occured in Daylight with Other weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2483722267855","40.0741220434227","1/1/2006","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Traffic Signal and the incident resulted in 1 injuries and 0 fatalities"
"-88.2491690221447","40.069001771516","1/1/2006","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Traffic Signal and the incident resulted in 1 injuries and 0 fatalities"
"-88.1405813324912","40.3120341259139","1/1/2006","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.1886574873261","40.2414184512647","1/1/2006","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.1523653136166","40.3082100188264","1/1/2006","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Traffic Signal and the incident resulted in 1 injuries and 0 fatalities"
"-88.2383863781973","40.0702993042767","1/1/2006","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.1048478918602","40.1280224308774","1/1/2006","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.1620729026091","40.0798615792976","1/1/2006","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Lane Use Marking and the incident resulted in 0 injuries and 1 fatalities"
"-88.1604949850525","39.8836262487036","1/1/2006","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Lane Use Marking and the incident resulted in 1 injuries and 0 fatalities"
"-88.2037493276436","40.1186313390995","1/1/2006","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.1904464690927","40.0837402698345","1/1/2006","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.3084472115462","40.0995399944204","1/1/2006","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.2386899367401","40.1090105883723","1/1/2006","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2385192512005","40.098052045903","1/1/2006","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Traffic Signal and the incident resulted in 1 injuries and 0 fatalities"
"-88.2354082155875","40.1160718717618","1/1/2006","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2335284384358","40.1058225791549","1/1/2006","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2321202573065","40.1221311113061","1/1/2006","Accidents","Incident occured in Dusk with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2446019306389","40.0981116134485","1/1/2006","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Traffic Signal and the incident resulted in 1 injuries and 0 fatalities"
"-88.2468799987257","40.0835899709129","1/1/2006","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Traffic Signal and the incident resulted in 1 injuries and 0 fatalities"
"-88.2436165470873","40.1298933213704","1/1/2006","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2435194420422","40.1143618641781","1/1/2006","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.2438210709068","40.1027702484879","1/1/2006","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Traffic Signal and the incident resulted in 2 injuries and 0 fatalities"
"-88.2436152350755","40.1272082944549","1/1/2006","Accidents","Incident occured in Darkness, lighted road with Clear weather. Road infrastructure had Traffic Signal and the incident resulted in 1 injuries and 0 fatalities"
"-88.2451393920411","40.1116409746402","1/1/2006","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.2468386029304","40.1151356328116","1/1/2006","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2468635183317","40.1183086905096","1/1/2006","Accidents","Incident occured in Darkness, lighted road with Clear weather. Road infrastructure had Traffic Signal and the incident resulted in 1 injuries and 0 fatalities"
"-88.2176793573534","40.1074309778435","1/1/2006","Accidents","Incident occured in Daylight with Rain weather. Road infrastructure had Yield and the incident resulted in 1 injuries and 0 fatalities"
"-88.2579317394707","40.1212621920266","1/1/2006","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.2579510659344","40.1271694235698","1/1/2006","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Traffic Signal and the incident resulted in 1 injuries and 0 fatalities"
"-88.2194386139439","40.1173307463977","1/1/2006","Accidents","Incident occured in Unknown with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.258018005194","40.1399603714102","1/1/2006","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Traffic Signal and the incident resulted in 1 injuries and 0 fatalities"
"-88.2581094432256","40.1380109402825","1/1/2006","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Traffic Signal and the incident resulted in 1 injuries and 0 fatalities"
"-88.219553400742","40.1274154093109","1/1/2006","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Traffic Signal and the incident resulted in 1 injuries and 0 fatalities"
"-88.2238802234884","40.1090791828565","1/1/2006","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.2238493764371","40.1055521100911","1/1/2006","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
